Código,País,Enero - Diciembre 1980,,Enero - Diciembre 1981,,Enero - Diciembre 1982,,Enero - Diciembre 1983,,Enero - Diciembre 1984,,Enero - Diciembre 1985,,Enero - Diciembre 1986,,Enero - Diciembre 1987,,Enero - Diciembre 1988,,Enero - Diciembre 1989,,Enero - Diciembre 1990,,Enero - Diciembre 1991,,Enero - Diciembre 1992,,Enero - Diciembre 1993,,Enero - Diciembre 1994,,Enero - Diciembre 1995,,Enero - Diciembre 1996,,Enero - Diciembre 1997,,Enero - Diciembre 1998,,Enero - Diciembre 1999,,Enero - Diciembre 2000,,,,,Enero - Diciembre 2001,,,,,Enero - Diciembre 2002,,,,,Enero - Diciembre 2003,,,,,Enero - Diciembre 2004,,,,,Enero - Diciembre 2005,,,,,Enero - Diciembre 2006,,,,,Enero - Diciembre 2007,,,,,Enero - Diciembre 2008,,,,,Enero - Diciembre 2009,,,,,Enero - Diciembre 2010,,,,,Enero - Diciembre 2011,,,,,Enero - Diciembre 2012,,,,,Enero - Diciembre 2013,,,,,Enero - Diciembre 2014,,,,,Enero - Diciembre 2015,,,,,Enero - Diciembre 2016,,,,,Enero - Diciembre 2017,,,,,Enero - Diciembre 2018,,,,,Enero-diciembre2019,,,,,Enero-diciembre2020,,,,,Enero-diciembre2021,,,,Enero - diciembre 2022,,,,Enero - diciembre 2023,,,,Enero - mayo 2024,,,
827,Turquía,"248,996",,"3,753,806",,"4,213,292",,"4,943,365",,"7,135,825",,"3,494,599",,"2,473,657",,"2,780,100",,"2,494,750",,"2,100,268",,"1,553,800",,"1,670,212",,"1,913,890",,"15,267,739",,"9,177,980",,"5,903,377",,"5,602,546",,"8,084,906",,"10,524,174",,"10,992,733",,"7,125,426","14,845,439,356","6,274,371","11,494,767",,"11,859,957","27,383,172,060","9,975,263","41,708,813",,"10,784,397","27,086,724,871","8,920,949","42,254,676",,"10,744,537","34,237,358,336","9,743,211","43,905,028",,"14,457,514","37,938,643,592","11,638,349","39,023,674",,"19,800,734","45,903,071,998","17,098,615","26,829,011",,"23,911,332","56,658,221,113","20,705,826","33,533,974",,"35,595,708","73,368,855,545","30,845,923","40,645,923",,"60,599,565","117,330,091,068","54,617,171","28,144,898",,"48,623,037","104,391,671,999","45,494,878","14,213,238",,"56,752,798","107,080,779,106","52,760,504","14,812,256",,"124,306,761","227,635,909,990","116,030,254","62,174,685",,"179,194,518","321,382,857,556","166,165,942","133,265,784",,"168,756,632","313,317,926,318","156,819,258","77,011,746",,"204,698,107","404,961,138,501","186,046,198","269,925,049",,"239,943,589","652,537,530,935","218,599,034","440,763,514",,"237,162,745","721,852,627,415","215,075,045","860,400,065",,"235,638,100","694,782,732,990","211,201,728","918,825,499",,"318,561,852","935,415,064,619","287,971,256","822,816,990",,"330,388,465","1,083,886,866,739","291,243,048","1,162,334,274",,"257,945,875","944,795,729,917","230,643,407","640,255,022",,"463,438,838","1,737,955,489,027","409,474,791","803,196,181","450,163,080","1,892,831,503,656","390,326,496","342,792,490","256,194,267","1,110,395,845,237","234,087,425","163,083,015","115,186,354","448,509,737,531","106,620,578","86,142,628"
828,Tuvalu,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"5,919",,"2,039",,0,,0,,"69,837",,"1,711",,"32,232",,"8,015",,0,,0,,0,0,0,0,,"15,924","35,985,653","13,055","1,309",,0,0,0,0,,"7,919",0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,"4,138","8,019,954","4,068",34,,0,0,0,0,,0,0,0,0,,"32,805","59,452,590","21,164","32,201",,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,"3,316","10,233,714","3,191",318,,"1,263","3,879,316","1,224",30,,66871.89,195602987,62470.21,14865.87,,"15,086","48,248,667","14,725","2,636",,0,0,0,0,,0,0,0,0,,845,"3,330,463",840,12,"2,090","8,241,557","1,540",390,0,0,0,0,0,0,0,0
830,Ucrania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"4,463",,"12,238,546",,"11,251,116",,"9,888,670",,"4,898,870",,"9,803,563",,"16,503,116",,"5,994,308",,"22,051,385","45,851,339,040","17,383,841","146,260,223",,"21,200,433","48,700,228,493","17,363,411","126,323,648",,"14,863,903","38,752,182,901","12,275,208","71,436,961",,"29,407,721","76,134,813,607","22,566,976","128,205,741",,"54,833,525","142,602,451,083","46,376,154","166,727,283",,"56,918,485","131,904,261,783","49,889,177","127,005,633",,"49,656,415","117,173,418,386","44,325,193","100,178,327",,"55,158,541","113,583,581,274","49,141,729","88,608,985",,"85,504,939","163,176,591,995","77,074,648","90,626,653",,"41,314,855","86,711,558,017","36,210,760","86,132,774",,"44,668,248","84,835,847,087","39,568,881","77,962,125",,"72,240,586","132,668,090,934","66,739,772","95,307,451",,"94,113,580","168,672,029,834","86,607,536","117,771,549",,"64,197,158","119,486,454,854","58,903,701","88,807,303",,"63,346,834","124,556,848,550","57,630,679","86,259,762",,"36,922,837","99,290,139,489","34,001,781","60,803,891",,"48,205,802","147,001,282,577","44,335,558","110,053,724",,"45,043,881","132,887,232,434","41,897,628","72,597,606",,"88,206,003","258,936,390,836","82,299,147","63,086,119",,"40,037,849","130,902,793,977","36,781,683","43,809,311",,"37,392,730","137,760,658,781","34,136,343","59,101,028",,"232,631,103","878,462,067,883","215,122,721","327,564,497","79,269,285","314,210,324,622","72,422,348","98,167,411","35,160,259","146,054,649,346","31,797,338","99,429,311","18,960,067","74,422,254,933","16,949,955","28,623,717"
833,Uganda,0,,0,,0,,0,,0,,0,,0,,0,,"16,418",,0,,0,,0,,"31,180",,"74,465",,0,,0,,0,,0,,237,,"29,384",,"247,351","533,010,850","221,389","95,902",,"146,814","328,517,475","132,168","69,058",,"221,205","509,854,376","200,391","53,824",,"191,674","545,855,394","175,287","54,003",,"168,705","452,147,842","149,105","79,792",,"155,113","365,600,200","141,060","51,736",,"178,533","414,212,856","156,715","47,848",,"37,125","71,679,485","33,013","21,259",,349,"636,575",50,38,,0,0,0,0,,"2,985","5,495,693","2,920",202,,"17,061","31,500,569","12,954","1,919",,"44,613","79,771,434","41,580","9,027",,"106,973","204,281,868","103,518","3,263",,276,"512,540",256,9,,996,"2,360,890",860,6,,"1,596","5,327,095","1,388",11,,1,"3,085",1,0,,"110,874","347,713,021","101,734","19,345",,"365,906","1,199,368,281","347,363","81,073",,"155,049","601,011,854","144,963","30,921",,"43,459","154,154,317","41,382","1,568","175,710","744,250,396","163,464","24,015","109,062","517,790,521","98,937","24,322",0,0,0,0
840,Unión Soviética,"22,829,361",,"10,185,784",,"15,858,403",,"8,474,007",,"5,494,858",,"4,859,456",,"14,451,381",,"7,965,710",,"11,754,713",,"14,403,209",,"20,623,340",,"13,846,527",,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,Uruguay,"4,024,505",,"3,971,030",,"2,608,788",,"3,794,271",,"4,497,725",,"6,779,732",,"5,134,509",,"5,439,984",,"5,893,258",,"6,471,565",,"13,097,166",,"9,886,359",,"8,283,202",,"16,507,505",,"15,562,400",,"23,127,760",,"15,582,453",,"18,200,649",,"17,112,978",,"10,209,927",,"11,997,019","25,046,077,314","11,495,884","2,513,890",,"22,233,421","51,085,033,757","21,159,873","7,297,394",,"22,588,552","55,637,836,558","21,486,305","6,084,884",,"97,084,256","65,983,770,325","21,865,326","4,019,667",,"27,663,946","72,471,649,828","25,963,298","11,159,643",,"27,516,865","63,852,033,008","25,695,923","5,809,803",,"31,385,596","74,126,392,032","29,553,546","8,334,902",,"39,598,506","82,282,919,677","37,415,427","8,275,347",,"44,022,798","87,919,853,989","41,250,180","13,709,886",,"45,441,996","98,128,683,663","43,390,833","10,293,770",,"59,080,071","111,070,086,426","54,453,503","67,169,364",,"60,105,204","111,159,979,895","56,932,475","24,474,501",,"82,249,290","147,983,368,226","78,086,030","32,878,908",,"64,872,751","121,249,548,241","62,027,056","15,937,083",,"78,512,457","156,348,223,662","75,622,984","28,980,608",,"73,919,030","201,798,829,381","71,719,238","13,826,979",,"104,327,695","319,712,883,796","101,186,747","85,851,563",,"64,827,830","191,570,601,532","62,811,381","14,641,594",,"68,406,540","202,966,985,399","66,111,532","13,618,704",,"66,554,716","218,583,443,022","64,585,116","12,373,667",,"65,645,356","242,154,993,103","63,518,498","13,868,651",,"87,336,485","328,696,565,830","82,674,740","19,445,457","100,466,389","425,275,378,387","93,250,617","19,578,582","103,264,050","445,865,039,302","98,487,444","21,457,749","45,395,683","177,117,910,447","42,478,479","41,351,485"
847,Uzbekistán,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,502,,"1,040",,"96,753",,"23,104",,0,,"2,167",,"2,531",,0,0,0,0,,0,0,0,0,,"7,805","20,404,968","7,525",229,,"1,791","46,172,219","14,897","2,240",,0,0,0,0,,"106,690","246,863,748","91,978","113,247",,"83,917","190,340,610","74,674","79,535",,"113,664","255,183,084","102,508","50,776",,"41,780","77,024,471","39,211","2,676",,178,"395,106",164,0,,0,0,0,0,,0,0,0,0,,"1,094,559","1,947,719,718","997,362","294,925",,"800,522","1,495,029,563","717,252","257,727",,"1,293,495","2,524,954,586","1,189,047","367,119",,"611,969","1,724,077,357","541,638","213,083",,"2,902,962","8,703,086,656","2,644,787","2,054,896",,"1,721,015","5,142,724,648","1,606,724","1,146,753",,"923,537","2,655,256,412","869,593","642,170",,"129,656","438,910,148","115,436","54,636",,"251,475","933,315,585","228,203","153,408",,"4,503,320","17,007,485,530","3,941,690","2,379,556","2,718,031","11,503,731,684","2,451,060","665,038","287,422","1,274,608,476","259,236","200,839","385,517","1,502,648,222","357,431","217,923"
850,Venezuela,"219,485,996",,"414,385,227",,"352,834,893",,"388,509,380",,"382,759,235",,"237,528,195",,"117,451,076",,"119,981,699",,"171,087,472",,"203,187,223",,"315,601,505",,"300,036,548",,"437,466,058",,"941,539,006",,"1,150,402,390",,"1,387,244,666",,"1,311,809,338",,"1,593,022,750",,"1,312,269,399",,"868,590,878",,"944,948,080","1,973,357,346,272","900,585,961","1,848,390,980",,"789,879,592","1,816,850,292,721","747,168,747","1,403,409,692",,"785,327,399","1,966,558,403,865","740,552,784","1,524,624,460",,"744,794,228","2,092,736,911,483","688,440,881","1,413,899,904",,"1,081,864,357","2,839,482,345,004","1,030,838,886","1,625,835,884",,"1,219,123,631","2,826,136,484,864","1,163,068,700","1,571,222,239",,"1,497,615,782","3,526,321,733,132","1,438,358,282","1,670,297,797",,"1,365,956,033","2,838,946,236,649","1,304,357,644","1,454,293,770",,"1,198,107,110","2,312,140,311,895","1,140,436,953","1,222,670,497",,"563,396,096","1,219,764,730,309","527,941,126","1,009,237,599",,"304,745,741","579,831,925,169","291,413,724","389,578,736",,"563,095,676","1,040,902,969,728","533,900,980","756,923,432",,"533,061,009","957,933,767,653","502,554,137","742,248,722",,"431,054,511","806,164,399,518","409,770,236","607,333,256",,"439,754,678","869,938,637,348","419,818,439","578,899,138",,"292,118,039","804,029,513,225","270,913,839","561,505,035",,"189,875,299","583,184,829,589","170,039,220","571,094,898",,"219,813,794","649,190,370,539","202,951,563","553,832,352",,"136,970,244","403,780,532,161","124,539,185","332,471,282",,"44,907,925","145,906,802,120","41,295,002","85,971,701",,"27,555,582","100,659,566,876","25,975,089","47,530,116",,"69,377,608","260,098,587,654","62,618,266","203,293,736","108,273,780","470,638,390,102","96,089,489","327,108,271","130,891,604","574,439,344,440","117,672,309","344,210,196","55,151,531","214,407,721,796","49,895,091","158,862,295"
855,Viet Nam,"12,965",,0,,0,,0,,0,,0,,0,,"4,998",,0,,"4,364",,"36,681",,0,,"121,702",,"331,770",,"41,725,534",,"7,140,769",,"1,263,723",,"4,047,554",,"5,262,915",,"3,534,090",,"6,685,556","14,216,552,666","6,204,948","1,231,996",,"5,274,258","12,055,698,807","4,875,343","1,094,084",,"4,849,687","12,292,294,387","4,444,855","1,255,631",,"3,868,846","14,510,796,588","4,670,827","1,425,826",,"9,547,498","24,810,167,528","8,767,170","3,107,185",,"12,146,379","28,116,551,183","11,119,609","3,891,486",,"26,318,324","62,277,297,627","24,254,886","11,364,020",,"42,491,076","88,235,981,128","39,393,650","11,054,185",,"65,883,813","131,458,702,541","61,054,278","16,100,662",,"61,464,211","129,851,434,020","57,675,495","15,986,388",,"94,057,702","177,572,566,613","86,992,761","25,248,986",,"169,782,548","314,601,569,419","160,982,133","33,410,975",,"227,201,393","408,365,666,696","216,500,256","36,871,112",,"316,050,660","591,989,753,908","301,603,444","55,279,946",,"437,822,263","877,692,815,460","420,074,031","92,083,579",,"491,169,105","1,335,182,231,723","475,441,517","64,472,744",,"470,731,845","1,437,814,298,925","456,387,438","69,209,744",,"556,991,062","1,645,823,730,365","539,939,422","68,724,956",,"508,884,302","1,499,361,720,191","491,466,379","80,573,456",,"651,644,687","2,154,227,994,987","631,814,477","81,361,911",,"622,568,829","2,284,639,268,562","601,690,724","78,334,970",,"916,167,593","3,439,424,309,425","858,802,881","103,436,161","1,065,372,581","4,485,215,831,098","980,436,289","110,687,627","824,266,051","3,601,786,436,678","790,151,231","190,378,603","408,155,449","1,588,579,557,313","394,607,922","111,798,281"
858,Viet Nam del Sur,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,"Vírgenes (británicas), Islas","72,976",,"27,406",,"10,020",,0,,0,,"41,103",,0,,"30,144",,0,,"7,624,840",,"92,782",,0,,"383,876",,"1,164,691",,"466,470",,"102,154",,"57,974",,"896,500",,"15,680",,"36,354,438",,"6,743","14,131,666","6,322",175,,"2,180,362","5,009,339,686","1,891,820","15,613,997",,"46,933","119,460,966","45,643","3,760",,"415,779","22,920,080,839","7,677,038","397,971",,"837,305","2,246,808,572","672,587","6,247,891",,"1,807,973","4,174,187,562","1,583,695","4,973,656",,"2,080,446","4,945,857,751","1,905,474","3,209,311",,"23,285,429","47,821,044,867","20,292,307","63,931,847",,"4,746,948","9,011,960,432","4,100,686","6,337,721",,"3,549,897","7,806,484,625","3,037,451","14,377,766",,"537,245","993,920,047","472,881","847,967",,"10,859,625","19,643,207,812","9,998,655","19,733,657",,"5,903,554","10,641,034,563","5,240,181","13,558,651",,"2,138,513","3,806,951,652","1,773,606","7,966,329",,"320,536","645,634,867","295,573","358,614",,"31,062","85,588,668","27,893","33,947",,"50,877","158,087,451","38,742","144,236",,"2,824,453","8,701,970,471","2,500,443","14,574,073",,"3,096,260","8,684,359,654","2,687,261","10,601,598",,"619,458","2,084,536,770","384,482","3,488,930",,"30,768","112,618,194","29,832",131,,"529,620","1,904,013,849","407,629","2,200,063","328,341","1,487,484,894","294,701","54,192","172,768","774,963,922","164,512","44,466","1,278","4,894,853","1,133",78
866,"Vírgenes (de los Estados Unidos), Islas",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"772,936",,"89,294",,"3,022,449",,"396,999",,"182,202",,"1,647,018",,"1,750",,"276,379",,"207,468",,"578,819","1,220,153,683","451,870","11,761,540",,"289,877","670,555,071","180,041","10,911,600",,"409,414","1,064,262,922","274,782","9,194,880",,"10,684","174,956,060","57,210","6,200",,"861,369","2,330,290,907","605,100","12,202,482",,"313,335","730,450,662","223,716","3,022,412",,"1,106,895","2,704,724,625","874,763","5,704,822",,"557,761","1,247,586,756","271,004","637,701",,"19,108,515","36,519,875,601","17,147,886","35,406,819",,"374,812","827,061,152","133,814","5,352,552",,"948,343","1,834,714,567","418,733","10,718,644",,"1,064,239","2,002,622,929","776,100","4,738,894",,"3,377,700","6,160,644,449","3,105,130","5,990,256",,"19,328,772","36,823,226,138","18,677,849","19,238,731",,0,0,0,0,,"4,949","12,320,514","4,885",170,,"7,400,718","21,185,852,425","6,449,187","13,971,602",,"2,768","8,191,139","2,724",670,,"19,726,093","62,694,305,193","18,939,000","27,722,019",,"903,153","3,049,685,960","836,319","39,399",,"80,874","301,345,734","77,550","1,412",,"43,138","149,958,008","38,930","22,754","1,517","6,235,540","1,472",19,"21,109","97,221,112","20,445",248,0,0,0,0
870,Fiji,0,,0,,0,,0,,0,,0,,0,,0,,0,,"1,013,651",,"59,467",,0,,"41,647",,"17,652",,"8,741",,"34,651",,"2,744",,"36,444",,"1,120",,"65,310",,"122,671","259,238,171","121,070","16,389",,"28,722","65,889,157","26,114","18,240",,36,"100,452",34,3,,"5,852","18,653,360","3,201",560,,"50,972","133,455,374","44,498","115,287",,0,0,0,0,,0,0,0,0,,"277,099","544,328,480","247,567","107,583",,0,0,0,0,,0,0,0,0,,476,"864,822",418,6,,0,0,0,0,,"2,176,901","3,918,180,513","2,056,733","582,416",,"464,841","823,646,472","437,844","130,968",,"22,970","46,393,887","20,321","19,070",,526,"1,342,647",511,25,,"3,714","12,266,160","3,327",71,,"1,030","2,967,943",978,13,,0,0,0,0,,"68,046","215,193,008","62,410","73,854",,"7,604","28,990,820","7,347",206,,"3,726","13,764,317","3,633",80,"3,231","13,956,283","2,552",32,"13,025","62,650,450","4,900","2,889",488,"1,904,242",480,2
873,"Wake, Islas",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"93,380",,"4,836,854",,"4,224,387",,0,,"155,239",,"3,741,862",,"658,094",,"1,897,660",,"147,479",,0,,"23,657","49,374,267","20,732","20,556",,0,0,0,0,,39,"112,389",39,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,"Wallis y Fortuna, Islas","79,005",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"6,718",,"2,314,337",,"32,769",,0,,"95,854",,"1,472",,"2,462",,106,,0,,325,"634,257",317,25,,0,0,0,0,,0,0,0,0,,0,"593,166",203,2,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,"3,053","6,990,179","2,787",9,,0,0,0,0,,0,0,0,0,,0,0,0,0,,487,"944,422",469,9,,0,0,0,0,,0,0,0,0,,"13,782","42,118,374","13,436","12,375",,"17,533","53,270,603","15,948","25,588",,0,0,0,0,,0,0,0,0,,0,0,0,0,,"1,706","6,334,933","1,690",5,0,0,0,0,0,0,0,0,0,0,0,0
880,Yemen,"2,920",,0,,"9,738",,0,,"2,032",,0,,0,,0,,0,,0,,"24,094",,0,,"2,676",,"2,001,165",,"30,812",,"48,234",,"6,960",,"43,142",,"40,419",,"14,878",,0,0,0,0,,0,0,0,0,,0,0,0,0,,"18,720",0,0,0,,0,0,0,0,,0,0,0,0,,"6,974","15,923,943","4,800","2,925",,236,"518,715",225,13,,776,"1,789,492",100,68,,0,0,0,0,,"15,068","27,445,010","14,446","5,001",,0,0,0,0,,0,0,0,0,,"10,514","19,272,898","9,860","2,000",,0,0,0,0,,0,0,0,0,,9,"27,622",9,0,,0,0,0,0,,641,"1,952,592",432,159,,225,"764,549",213,5,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,Yemen Democrático,"3,023",,"4,199",,0,,"37,631",,"2,756",,"8,315",,"5,561",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,Yugoslavia,"6,596,558",,"8,204,376",,"8,161,088",,"8,678,978",,"5,704,777",,"6,948,315",,"10,293,405",,"10,968,267",,"13,832,286",,"7,796,515",,"3,981,621",,"8,549,442",,"6,107,836",,"991,519",,"72,513",,"330,219",,"24,393",,"25,367",,"16,177,419",,13,,"111,258","236,159,607","106,990","10,405",,"267,551","616,562,891","255,359","38,029",,"172,982","413,973,667","143,646","44,229",,"245,931","1,558,652,084","483,944","273,886",,"387,359","1,041,446,784","344,846","144,255",,"60,652","140,850,836","53,717","19,407",,"829,320","1,990,526,036","751,490","363,875",,"1,302,330","2,554,561,125","1,255,101","8,567",,"112,711","209,433,578","103,080","11,281",,"13,884","28,132,502","13,497",481,,"23,427","43,650,354","22,847",795,,"2,096,798","3,910,431,845","2,056,680","996,128",,"27,816","49,581,084","25,916",761,,"40,049","76,613,624","38,377","4,835",,"118,568","224,761,498","94,289","4,571",,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,"Congo, República Democrática del","43,166",,"56,017",,"1,733",,0,,0,,"27,659",,"172,096",,"186,607",,"123,654",,"204,386",,"204,289",,"130,944",,"252,530",,"129,713",,"315,859",,"312,987",,"306,459",,"344,708",,"454,355",,0,,"1,300","2,622,409","1,250",71,,"6,489","14,969,373","4,501",709,,0,0,0,0,,63,"41,485,685","12,092","2,613",,0,0,0,0,,0,0,0,0,,0,0,0,0,,88,"175,536",83,6,,0,0,0,0,,536,"1,290,131",271,1,,340,"668,625",321,15,,0,0,0,0,,"11,072","19,940,757","9,914",86,,"28,419","54,459,802","16,530",648,,"23,326","46,844,010","6,853","1,155",,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,129,"487,349",128,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,Zambia,0,,0,,"121,220",,"30,097",,"76,649",,"96,473",,0,,0,,"4,836",,0,,0,,0,,"29,153",,"12,894",,"194,429",,"70,908",,"34,399",,"11,566",,"116,648",,"174,106",,"28,702","61,818,193","27,075","18,542",,"44,271","99,458,343","43,471","29,980",,0,0,0,0,,0,0,0,0,,"31,831","81,140,759","28,420","3,987",,"1,796","4,202,805","1,735",90,,0,0,0,0,,0,0,0,0,,"51,856","91,056,842","51,059",500,,0,0,0,0,,"86,819","164,503,280","79,153","97,470",,"3,267","5,952,842","3,066",99,,0,0,0,0,,"6,817","12,882,812","4,133","2,314",,0,0,0,0,,342,"858,141",335,15,,"8,864","26,470,754","6,100","2,728",,166,"476,456",165,0,,"3,332","9,818,266","2,224",430,,"3,333","10,636,009","3,232",123,,0,0,0,0,,0,0,0,0,"539,631","2,091,883,717","510,839","321,169",0,0,0,0,275,"1,068,350",272,13
895,Zona del Canal,"28,237",,0,,0,,0,,0,,0,,0,,0,,0,,"56,385",,0,,0,,0,,0,,"1,210",,"3,602",,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,"68,561","188,062,823","67,144","7,295",,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,Zona Neutral (Palestina),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"1,645",,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,226,"422,030",184,47,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,ZFP Andina,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,ZFPE Gecelca 3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,ZFPE Cementera del Magdalena Medio,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,ZFPE Extractora la Gloria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,ZPFE Olmue,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
