,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,COLE_COD_DANE_ESTABLECIMIENTO,COLE_CODIGO_ICFES,COLE_NOMBRE_ESTABLECIMIENTO,COLE_JORNADA,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_MATEMATICAS,DESEMP_MATEMATICAS,PERCENTIL_MATEMATICAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_C_NATURALES,DESEMP_C_NATURALES,PERCENTIL_C_NATURALES,PUNT_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,PUNT_GLOBAL,PERCENTIL_GLOBAL,PERCENTIL_ESPECIAL_GLOBAL,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION
2335,TI,COLOMBIA,M,03/06/2007,20224,SB11202240593552,ESTUDIANTE,COLOMBIA,No,CORDOBA,23.0,SAN ANTERO,23672.0,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Dos,No,Si,No,No,No,No,Si,No,11 A 25 LIBROS,30 minutos o menos,Más de 3 horas,Más de 30 horas,No,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,"Es agricultor, pesquero o jornalero","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Peor,123672000054.0,103218.0,INSTITUCION EDUCATIVA  JOSE ANTONIO GALAN,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,123672000054.0,COLEGIO JOSÉ ANTONIO GALÁN,S,RURAL,23672.0,SAN ANTERO,23.0,CORDOBA,N,23417,LORICA,CORDOBA,23,43,2,29,42.0,33.0,A-,39,1,18,56,3,62,48,2,52,231,39.0,,42.1871720559367,2.0,2.0,PUBLICAR
2336,TI,COLOMBIA,M,27/06/2005,20224,SB11202240090046,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,BELLO,5088.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 4,3 a 4,Tres,Si,Si,Si,No,Si,No,No,No,26 A 100 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,0,No,3 a 5 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Pensionado,"Trabaja en el hogar, no trabaja o estudia",Igual,305088001716.0,59238.0,COL PARROQUIAL SAN FRANCISCO DE ASIS,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,305088001716.0,COL PARROQUIAL SAN FRANCISCO DE ASIS,S,URBANO,5088.0,BELLO,5.0,ANTIOQUIA,N,5088,BELLO,ANTIOQUIA,5,81,4,100,72.0,94.0,B1,64,3,91,76,4,100,64,3,91,357,98.0,,53.2546072129725,3.0,3.0,PUBLICAR
2337,CC,COLOMBIA,F,28/02/2004,20224,SB11202240495408,ESTUDIANTE,COLOMBIA,Si,SUCRE,70.0,PALMITO,70523.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 3,1 a 2,Dos,Si,No,Si,No,No,No,Si,No,26 A 100 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,0,No,3 a 5 veces por semana,1 o 2 veces por semana,Todos o casi todos los días,"Es operario de máquinas o conduce vehículos (taxita, chofer)",No aplica,Mejor,270523000192.0,167916.0,I.E. INDÍGENA EL MARTILLO,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,270523000192.0,I.E. INDÍGENA EL MARTILLO - SEDE PRINCIPAL,S,RURAL,70523.0,PALMITO,70.0,SUCRE,N,70001,SINCELEJO,SUCRE,70,40,2,22,48.0,49.0,A1,34,1,6,43,2,19,32,1,9,190,14.0,29.0,47.2690361764519,2.0,1.0,PUBLICAR
2338,TI,COLOMBIA,M,08/11/2004,20224,SB11202240436513,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Postgrado,Educación profesional completa,Estrato 3,3 a 4,Cuatro,Si,Si,Si,Si,Si,No,No,Si,MÁS DE 100 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,Todos o casi todos los días,3 a 5 veces por semana,3 a 5 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",No aplica,Mejor,311001087792.0,98582.0,COL DEL SANTISIMO SACRAMENTO,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,311001087792.0,COL DEL SANTISIMO SACRAMENTO,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,54,3,58,66.0,89.0,A2,56,3,74,54,3,53,46,2,46,268,63.0,,71.506124033396,4.0,3.0,PUBLICAR
2339,TI,COLOMBIA,M,09/02/2006,20224,SB11202240033878,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Primaria incompleta,Primaria incompleta,Estrato 2,5 a 6,Tres,No,No,No,No,No,No,No,No,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,Menos de 10 horas,"Si, en efectivo",3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Mejor,105001006181.0,728089.0,INST EDUC PEDRO OCTAVIO AMADO,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,105001006181.0,INST EDUC PEDRO OCTAVIO AMADO,S,URBANO,5001.0,MEDELLÍN,5.0,ANTIOQUIA,N,5001,MEDELLÍN,ANTIOQUIA,5,53,3,57,37.0,19.0,A-,49,2,54,47,2,31,45,2,43,238,44.0,,37.8877742967298,1.0,2.0,PUBLICAR
2340,TI,COLOMBIA,F,23/07/2005,20224,SB11202240469249,ESTUDIANTE,COLOMBIA,No,META,50.0,VILLAVICENCIO,50001.0,Ninguno,Primaria incompleta,Estrato 2,5 a 6,Tres,Si,Si,Si,Si,Si,No,Si,No,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,Más de 30 horas,"Si, en efectivo",3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Igual,150001000936.0,748483.0,ESC NORMAL SUPERIOR DE VILLAVICENCIO,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,150001000936.0,ESC NORMAL SUPERIOR DE VILLAVICENCIO,S,URBANO,50001.0,VILLAVICENCIO,50.0,META,N,50001,VILLAVICENCIO,META,50,54,3,59,34.0,9.0,A-,32,1,3,58,3,66,37,1,22,222,33.0,,47.8153759378424,2.0,3.0,PUBLICAR
2341,TI,COLOMBIA,F,07/09/2005,20224,SB11202240316885,ESTUDIANTE,COLOMBIA,No,SANTANDER,68.0,CABRERA,68121.0,Primaria completa,Primaria completa,Estrato 1,3 a 4,Tres,Si,Si,No,No,Si,No,No,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Mejor,168121000031.0,87114.0,COLEGIO  INTEGRADO DE CABRERA,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,168121000031.0,COLEGIO  INTEGRADO DE CABRERA,S,URBANO,68121.0,CABRERA,68.0,SANTANDER,N,68679,SAN GIL,SANTANDER,68,51,3,50,58.0,76.0,A2,53,2,67,57,3,62,54,2,70,270,65.0,,50.1860385278267,2.0,2.0,PUBLICAR
2342,PEP,VENEZUELA,F,17/10/2005,20224,SB11202240405715,ESTUDIANTE,VENEZUELA,No,VALLE,76.0,JAMUNDÍ,76364.0,Técnica o tecnológica incompleta,Educación profesional completa,Estrato 3,3 a 4,Dos,Si,Si,Si,Si,Si,Si,No,No,0 A 10 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,0,No,Todos o casi todos los días,3 a 5 veces por semana,1 o 2 veces por semana,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Mejor,176364000015.0,727297.0,INSTITUCION EDUCATIVA CENTRAL DE BACHILLERATO INTEGRADO,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,176364000015.0,CENTRAL DE BACHILLERATO - SEDE PRINCIPAL,S,RURAL,76364.0,JAMUNDÍ,76.0,VALLE,N,76364,JAMUNDÍ,VALLE,76,50,2,49,51.0,56.0,A1,56,3,73,65,3,86,49,2,55,273,67.0,,61.1484553193762,3.0,2.0,PUBLICAR
2343,TI,COLOMBIA,F,28/02/2006,20224,SB11202240469919,ESTUDIANTE,COLOMBIA,No,HUILA,41.0,GUADALUPE,41319.0,Secundaria (Bachillerato) completa,Primaria completa,Estrato 2,,,Si,,,,Si,,,,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,,,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,,,,141319000570.0,240747.0,INSTITUCION EDUCATIVA MARIA AUXILIADORA,COMPLETA,MIXTO,OFICIAL,A,N,ACADÉMICO,141319000570.0,MARIA AUXILIADORA,S,URBANO,41319.0,GUADALUPE,41.0,HUILA,N,41298,GARZÓN,HUILA,41,50,2,47,51.0,57.0,A1,47,2,47,47,2,32,48,2,53,241,46.0,,,,2.0,PUBLICAR
2344,TI,COLOMBIA,F,01/02/2006,20224,SB11202240165704,ESTUDIANTE,COLOMBIA,No,VALLE,76.0,GUACARÍ,76318.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Tres,Si,No,Si,No,Si,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,0,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,No aplica,No aplica,Igual,176318000264.0,18481.0,INSTITUCION EDUCATIVA  NORMAL SUPERIOR MIGUEL DE CERVANTES SAAVEDRA GALINDO ,MAÑANA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,176318000264.0,MIGUEL DE CERVANTES SAAVEDRA,S,URBANO,76318.0,GUACARÍ,76.0,VALLE,N,76318,GUACARÍ,VALLE,76,61,3,79,59.0,78.0,A2,45,2,39,47,2,31,40,1,30,245,49.0,,46.4284606161942,2.0,2.0,PUBLICAR
2345,TI,COLOMBIA,F,06/08/2005,20224,SB11202240387518,ESTUDIANTE,COLOMBIA,No,CAQUETA,18.0,SAN VICENTE DEL CAGUÁN,18753.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Dos,No,No,Si,No,Si,No,Si,No,0 A 10 LIBROS,No leo por entretenimiento,30 minutos o menos,Menos de 10 horas,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,"Trabaja en el hogar, no trabaja o estudia","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Peor,218753002648.0,356337.0,I. E. R. LOS FUNDADORES,MAÑANA,MIXTO,OFICIAL,A,,NO APLICA,218753002648.0,LOS FUNDADORES,S,RURAL,18753.0,SAN VICENTE DEL CAGUÁN,18.0,CAQUETA,N,18753,SAN VICENTE DEL CAGUÁN,CAQUETA,18,36,2,12,34.0,9.0,A-,42,2,27,43,2,21,32,1,10,190,13.0,,40.4121658699966,1.0,2.0,PUBLICAR
2346,TI,COLOMBIA,M,24/05/2005,20224,SB11202240479024,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,MARINILLA,5440.0,Técnica o tecnológica completa,Educación profesional incompleta,Estrato 3,3 a 4,Dos,Si,Si,Si,Si,Si,Si,Si,No,26 A 100 LIBROS,No leo por entretenimiento,Más de 3 horas,0,No,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Peor,105440000386.0,736108.0,I. E. NORMAL SUPERIOR RAFAEL MARIA GIRALDO,COMPLETA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,105440000386.0,I. E. NORMAL SUPERIOR RAFAEL MARIA GIRALDO,S,URBANO,5440.0,MARINILLA,5.0,ANTIOQUIA,N,5440,MARINILLA,ANTIOQUIA,5,55,3,62,50.0,54.0,A1,32,1,4,61,3,76,38,1,25,234,41.0,,62.3250426148521,3.0,3.0,PUBLICAR
2347,TI,COLOMBIA,M,08/08/2005,20224,SB11202240567961,ESTUDIANTE,COLOMBIA,No,NORTE SANTANDER,54.0,CÚCUTA,54001.0,No sabe,Educación profesional completa,Estrato 1,1 a 2,Dos,Si,Si,Si,Si,Si,Si,No,No,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,Menos de 10 horas,No,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,No sabe,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Igual,354001004758.0,44610.0,GIMNASIO CAMPESTRE COMFAORIENTE,MAÑANA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,354001004758.0,GIMNASIO CAMPESTRE COMFAORIENTE,S,URBANO,54874.0,VILLA DEL ROSARIO,54.0,NORTE SANTANDER,N,54001,CÚCUTA,NORTE SANTANDER,54,68,3,93,62.0,83.0,A2,62,3,88,65,3,87,51,2,60,308,85.0,,67.8705204229529,4.0,3.0,PUBLICAR
2348,TI,COLOMBIA,F,20/10/2005,20224,SB11202240442913,ESTUDIANTE,COLOMBIA,No,META,50.0,VILLAVICENCIO,50001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Dos,Si,Si,No,Si,Si,No,Si,No,11 A 25 LIBROS,Más de 2 horas,Entre 1 y 3 horas,0,No,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Igual,150001004435.0,134205.0,INSTITUCION EDUCATIVA COLEGIO DEPARTAMENTAL JORGE ELIECER GAITAN AYALA,MAÑANA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,150001004435.0,INSTITUCION EDUCATIVA COLEGIO DEPARTAMENTAL JORGE ELIECER GAITAN AYALA,S,URBANO,50001.0,VILLAVICENCIO,50.0,META,N,50001,VILLAVICENCIO,META,50,56,3,66,35.0,13.0,A-,48,2,51,62,3,80,56,3,73,270,65.0,,50.9335161095697,2.0,2.0,PUBLICAR
2349,TI,COLOMBIA,F,21/12/2006,20224,SB11202240008506,ESTUDIANTE,COLOMBIA,No,NORTE SANTANDER,54.0,CÚCUTA,54001.0,Primaria completa,Secundaria (Bachillerato) completa,Estrato 3,1 a 2,Dos,Si,Si,Si,Si,Si,Si,Si,No,11 A 25 LIBROS,No leo por entretenimiento,30 minutos o menos,0,No,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,No aplica,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Igual,154001004295.0,126862.0,COL ORIENTAL NO 26,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,154001004295.0,COL ORIENTAL NO 26,S,URBANO,54001.0,CÚCUTA,54.0,NORTE SANTANDER,N,54001,CÚCUTA,NORTE SANTANDER,54,54,3,60,53.0,62.0,A1,53,2,64,52,3,48,57,3,76,270,65.0,,56.7502611692404,3.0,3.0,PUBLICAR
2350,TI,COLOMBIA,F,06/05/2006,20224,SB11202240144198,ESTUDIANTE,COLOMBIA,No,CORDOBA,23.0,MONTERÍA,23001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Cinco,Si,Si,Si,Si,Si,No,Si,No,MÁS DE 100 LIBROS,No leo por entretenimiento,Más de 3 horas,0,No,1 o 2 veces por semana,3 a 5 veces por semana,Nunca o rara vez comemos eso,Pensionado,"Trabaja en el hogar, no trabaja o estudia",Igual,123001002516.0,231696.0,IE INEM LORENZO MARIA LLERAS,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,123001002516.0,IE INEM LORENZO MARIA LLERAS,S,URBANO,23001.0,MONTERÍA,23.0,CORDOBA,N,23001,MONTERÍA,CORDOBA,23,38,2,16,47.0,45.0,A-,40,1,20,48,2,33,34,1,14,203,21.0,,54.0835810995567,3.0,2.0,PUBLICAR
2351,TI,COLOMBIA,F,12/11/2005,20224,SB11202240258601,ESTUDIANTE,COLOMBIA,No,VALLE,76.0,CALI,76001.0,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Cuatro,No,No,No,No,Si,No,No,No,26 A 100 LIBROS,30 minutos o menos,Entre 1 y 3 horas,Entre 11 y 20 horas,"Si, en efectivo",Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja por cuenta propia (por ejemplo plomero, electricista)",Igual,176001028872.0,736538.0,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL CARLOS HOLGUIN MALLARINO,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,176001003411.0,MIGUEL DE POMBO,N,URBANO,76001.0,CALI,76.0,VALLE,N,76001,CALI,VALLE,76,43,2,27,44.0,38.0,A-,42,2,28,43,2,21,34,1,15,204,21.0,,44.7140956244671,2.0,2.0,PUBLICAR
2352,TI,COLOMBIA,M,31/01/2006,20224,SB11202240045082,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,Dos,No,No,Si,No,No,No,No,No,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,0,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,3 a 5 veces por semana,No sabe,"Trabaja en el hogar, no trabaja o estudia",Igual,105001013633.0,50930.0,INSTITUCION EDUCATIVA LOMA HERMOSA,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,105001013633.0,INSTITUCION EDUCATIVA LOMA HERMOSA,S,RURAL,5001.0,MEDELLÍN,5.0,ANTIOQUIA,N,5001,MEDELLÍN,ANTIOQUIA,5,67,3,91,62.0,84.0,A2,65,3,93,69,4,94,57,3,75,322,90.0,,39.0026758916965,1.0,2.0,PUBLICAR
2353,TI,COLOMBIA,M,10/01/2005,20224,SB11202240298377,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,CARAMANTA,5145.0,Técnica o tecnológica incompleta,Técnica o tecnológica completa,Estrato 1,5 a 6,Tres,No,No,Si,Si,Si,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,No Navega Internet,Menos de 10 horas,No,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es operario de máquinas o conduce vehículos (taxita, chofer)",Igual,105145000145.0,1578.0,I. E. JUAN PABLO GOMEZ OCHOA,COMPLETA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,105145000145.0,LICEO JUAN PABLO GOMEZ OCHOA,S,URBANO,5145.0,CARAMANTA,5.0,ANTIOQUIA,N,5856,VALPARAÍSO,ANTIOQUIA,5,33,1,9,40.0,28.0,A-,32,1,3,43,2,19,34,1,13,179,8.0,,55.8973361047945,3.0,2.0,PUBLICAR
2354,TI,COLOMBIA,F,21/06/2005,20224,SB11202240106363,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13.0,SAN ESTANISLAO,13647.0,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Dos,No,No,No,No,No,No,No,No,11 A 25 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,0,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,No sabe,"Trabaja en el hogar, no trabaja o estudia",Igual,113647000125.0,4630.0,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,113647000125.0,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,S,URBANO,13647.0,SAN ESTANISLAO,13.0,BOLIVAR,N,13647,SAN ESTANISLAO,BOLIVAR,13,36,2,13,38.0,20.0,A-,45,2,39,46,2,29,37,1,20,204,21.0,,36.9395928642084,1.0,2.0,PUBLICAR
2355,TI,COLOMBIA,F,09/07/2005,20224,SB11202240090317,ESTUDIANTE,COLOMBIA,No,SANTANDER,68.0,FLORIDABLANCA,68276.0,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 2,3 a 4,Tres,Si,No,Si,Si,Si,No,No,No,11 A 25 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Igual,168001002421.0,14217.0,INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL PILAR,TARDE,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,168001002421.0,SEDE A: INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL PILAR,S,URBANO,68001.0,BUCARAMANGA,68.0,SANTANDER,N,68276,FLORIDABLANCA,SANTANDER,68,56,3,67,58.0,76.0,A2,48,2,50,58,3,67,62,3,87,281,71.0,,57.1251150836793,3.0,2.0,PUBLICAR
2356,TI,COLOMBIA,F,18/04/2006,20224,SB11202240217548,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13.0,TIQUISIO,13810.0,Secundaria (Bachillerato) incompleta,Primaria incompleta,Sin Estrato,5 a 6,Cuatro,Si,No,Si,No,Si,No,Si,No,11 A 25 LIBROS,Entre 1 y 2 horas,Entre 1 y 3 horas,0,No,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia",Igual,413549001273.0,67660.0,INSTITUCIÓN EDUCATIVA DE TIQUISIO NUEVO,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,413549001273.0,I.E. DE TIQUISIO NUEVO - SEDE PRINCIPAL,S,RURAL,13810.0,TIQUISIO,13.0,BOLIVAR,N,13430,MAGANGUÉ,BOLIVAR,13,45,2,33,34.0,9.0,A-,31,1,2,53,3,52,38,1,23,206,23.0,,46.4856339732709,2.0,2.0,PUBLICAR
2357,TI,COLOMBIA,M,02/08/2005,20224,SB11202240547981,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,COCORNÁ,5197.0,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Tres,Si,Si,Si,Si,Si,,Si,Si,11 A 25 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,Entre 21 y 30 horas,"Si, en efectivo",3 a 5 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Mejor,105197000160.0,1644.0,I. E. COCORNA,COMPLETA,MIXTO,OFICIAL,A,N,ACADÉMICO,105197000160.0,LICEO COCORNA,S,URBANO,5197.0,COCORNÁ,5.0,ANTIOQUIA,N,5001,MEDELLÍN,ANTIOQUIA,5,61,3,80,58.0,74.0,A2,56,3,75,55,3,58,52,2,64,281,71.0,,56.2260199399076,3.0,2.0,PUBLICAR
2358,CC,COLOMBIA,M,30/01/2004,20224,SB11202240343516,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Primaria incompleta,Primaria completa,Estrato 1,5 a 6,Cinco,Si,No,Si,No,No,Si,No,Si,0 A 10 LIBROS,,,Menos de 10 horas,"Si, en efectivo y especie",,1 o 2 veces por semana,3 a 5 veces por semana,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",Igual,105001026573.0,734301.0,INSTITUCION EDUCATIVA LUSITANIA- PAZ DE COLOMBIA,UNICA,MIXTO,OFICIAL,A,,,105001026573.0,INSTITUCION EDUCATIVA LUSITANIA- PAZ DE COLOMBIA,S,URBANO,5001.0,MEDELLÍN,5.0,ANTIOQUIA,N,5001,MEDELLÍN,ANTIOQUIA,5,33,1,8,38.0,21.0,A-,35,1,8,41,2,16,23,1,1,167,4.0,,44.5269762576883,2.0,2.0,PUBLICAR
2359,TI,COLOMBIA,F,15/04/2005,20224,SB11202240328893,ESTUDIANTE,COLOMBIA,No,CESAR,20.0,VALLEDUPAR,20001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Tres,Si,Si,Si,Si,Si,No,No,Si,0 A 10 LIBROS,Más de 2 horas,Más de 3 horas,Menos de 10 horas,No,3 a 5 veces por semana,1 o 2 veces por semana,Nunca o rara vez comemos eso,No sabe,No aplica,Igual,320001006112.0,57331.0,INSTITUCION EDUCATIVA MANUEL GERMAN CUELLO GUTIERREZ,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,320001006112.0,MANUEL GERMAN CUELLO,S,URBANO,20001.0,VALLEDUPAR,20.0,CESAR,N,20001,VALLEDUPAR,CESAR,20,41,2,22,42.0,33.0,A-,41,2,25,45,2,25,47,2,49,217,30.0,,52.6512679320142,3.0,2.0,PUBLICAR
